Title,Comment,Final Sentiment,Final Polarization
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","instead of giving fund straight to the pocket of the beneficiaries, bakit hindi na lang ilaan para sa libreng edukasyon, libreng pagpapagamot, subsidies on discounted goods since dito naman umiikot ang pera ng tao. access to livelihood programs para hindi spoon feeding lang. as a taxpayer, i gladly support if nakikita yung pinupuntahan for basic necessities but if they want extra for luho, they should earn it.","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","sge livelihood nalang sir para sure na may kita pa... bahala na sila kung uubusin ba mila or gagastuain lang","positive","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","yes livelihood ang ibigay,hindi puro libre inaasahan turuan maghanapbuhay","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","ang bigyan nyo yung mga may kapansanan na hnd talaga na kayang kumilos karamihan ng member ng 4ps na yan buo mga pangangatawan nang hohold up pa nga bigyan nyo trabaho","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","ang pagkakaalam ko po yung 4ps d ka magiging beneficiary f d ka dumaan sa dswd then wala kang pinapaaral na estudyante.. kawawa na nmn talaga yung sobrang hirap sa buhay nito","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","wad an nang ayuda oi kay ang uban kasalig na ana","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","sa amin dito,sabi nila mga tamad na ang mga may 4ps kasi di na sila gumagapas nang palay,pero ang totoo nasa paaralan na ang mga bata,instead na sumama ang mga bata sa pag gagapas nang palay ayun nag aaral na sila dahil sa 4ps.may mga patakaran ang 4ps na pag ikaw ang beneficiary nang 4ps bawal ka mag absent, dahil dun ako ay naniniwala na nakakatulong ang 4ps sa mga mahihirap.","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","teach the people how to catch the fish, dont always give them a fish.","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","teach them how to fish","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","mukhang tama nman siya","positive","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","yan ang dapat,..dumami ang nag aabang nalang ng pay out tamad na. dina sila nagtatrabaho. asa nalang sa ayuda.","positive","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","tumama din sa wakas, then ,whats next pg may capital nah sila...","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","ipagpatuloy pa rin ang 4ps pero para dun na lang sa mga pwd's at mga walang kakayahang maghanapbuhay.","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","dude doesnt seem to realize any form of grant is prone to abuse","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","bisan dli qualified na qualified","negative","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","ako lang ilang bisis ñga ako nag apply ng 4 ps ,,hindi ako nakapasok nuong nag aaral pa ung dalawang anako,,","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","hindi naman lahat ng 4ps e deserve ung iba malakas lang sa tagalista.","negative","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","bat puro fish nasa comment?","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","pag nilustay ang pondo dapat wala na second chance","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","pwd ang pwede bigyan ng cash assistance. kaysa mga malalakas ang katawan at mga bata pa isama pa ang may mga bisyo!","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","magagalit si mr ayuda","neutral","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","let them work for the money","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","bago bigyan ng capital kailangang umatend ng seminar para maturuan mag hanapbuhay. no seminar no capital","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","kailangan ng data at masusung feasibility analyisi bago iscrap. gaano kadali ang magka source of livelihood?","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","good job... lalo lang sila nagiging tamad...","positive","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","the program was provided by law. it was approved by congress. if you want to change it file a bill to this effect.","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","develop parks around the country and give the rightful people the job to maintain it. in other countries you'll find beautiful parks with paid entrance and paid parking. in japan, old people maintain the parks and used it as an activity for them.","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","sana hindi kana namin binuto","negative","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","magbigay n lng po kayo ng mga trabho para po s talagang nangangailangan kumita,,lahat po sana ay mabigyan nio ng trabho ang mga tao,,para po wla ng tatamad dito s ating bansa","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","paseminar ninyo sila sa tesda para may alam baka pagbinigyan ng pera izusugal o panginum lang ng alak.","neutral","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","maganda po dyan senator tulfo bigyan ng hanapbuhay un mga 4ps para hindi umaasa sa gobyerno.pinagpapaguran nila un tinatanggap mula gobyerno..at ang binibigay nyo sa knila idagdag nyo nlng sa mga senior na wla ng kakayahan magtrabaho para ipambili nila ng maintenance at sa mga pwd ..","positive","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","create a manpower that would ckean and dredging of all canals, esteros, creeks and use the fund or budget of 4p's. this will create jobs to many poor people who are willing to face the dirty works.","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","bibigyan nyo sila ng pang livelihood tapos ang beneficiares nyo eh maanumalya din lyong mga malalapit sa kusina at frenny ni kwan ang maililista naku that’s another form of corruption","negative","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","dapat totoong trabaho ibigay hinde yun kagaya ng tupad picture taking lang","neutral","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","boss erwin ikaw nlng umalis sa puwesto. para maganda","negative","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","provide only to those whodreams ofbecoming an entrepreneur.","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","dapat ung tanggalin mo ung tupad ,aics ,akap .4ps matagal n yan marami ng nakinabang n studyante","negative","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","maraming naging tamad na!","negative","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","the intent of implementing 4ps is of good faith, poor execution lang talaga. exploitable kasi hindi strict ang screening.","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","yan po ang nararapat, teach them how to fish!","positive","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","politicians ride on national issues for political posturing. why not just focus on one's core function as a legislator?","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","100% po n dapat trabahi ibigay s kanila hnd pwra kc un iba katulad un kapit bahay namin naka 4pc pinangbebwsyo lang","positive","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","pano nga makapag nigusyo ang mga mimbro ng 4ps eh sa liblib nga na mga lugar","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","libreng pagaaral nlng.para nmn lahat makinabang, hnd nmn lahat ng napipili nyo karapatdapat. ung mga gusto mag aaral at wla kakayahan ang hnd nabibigyan ng oportunidad.","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","korek sir tulfo para patas nman kc dti akong 4ps noon di nila binigay ung education pay ng anak ko dahil skolar daw private kase ang school ng anak ko sa saint mary san nila inilagay ung 6 year na education nya that unfair sa dswd","positive","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","bawat 4pc bigyan ng area na lilinisin para mabawasan ang basura at baha","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","before you can scrap the 4ps act or r.a 11310, you will first go through the pain of a needle, just like the legislators did before the 4ps act was passed and became law","neutral","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","bigyan nyo po capital tig 100k","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","gamit pangkapital sa sugal malami jan","negative","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","don't give them fish teach them how to catch fish instead...waragud","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","capital? not everyone is business minded.","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","better to remove..","positive","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","dapat alam mo yan kasi media ka, walang maitatago sa media alam yan lahat ng reporter..","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","cge ibigay mo ng cash..","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","kupit pa more!","negative","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","bgyan ng pang matagalan n trabaho s 4ps ung may minimum n sahod pra may gastusin s araw2 n buhay at pangangailangan ng members ng 4ps, wlang age limit bsta kya pang mag trabaho pwde pa..yan ang d best n mganda pra s 4ps.","neutral","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","e craps yan ang 4ps maraming nah to tong it's yan","negative","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","that's correct. don't give them fish but teach them how to fish instead. most of people i know in barrios after receiving money they spend it on drinking and sometimes gambling.","positive","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","ug dapat ang maka avail ani tong qualified jud.","neutral","objective"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","i will agree if only we know the most people... wait to received they don't want to work antayin language release. some parents make it as negotio. y not they be trained to earn","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","puro kau 4pcs,panu nman kming mahihirap n hindi kasali jan","negative","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead",".,wag nw na pag rabahu in ung mga 4ps bigyan nw nlng ng pera my tag 20 bigas naman diba","neutral","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","go send erwin tulfo intayo mo karangalan nang mga kapatid mo","neutral","partisan"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","10k cash bawat pamilyang pilipino. nakumikita ng minimum wage.","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","maganda rin po ung minsanang bigay n pr po my mgamit n puhunan pr s negosyo","neutral","non_polarized"
"tulfo: scrap 4ps, provide livelihood capital to beneficiaries instead","sa 24 na senador + more than 200 congressmen + at kadami daming tao sa executive department .... ano ba talaga ang impact ng ayuda sa lipunan? may nagawa bang pag-aaral sa mga beneficiaries? ano ba ang social and economic cost and return nito? instead of studying it, nagdagdag pa ng madaming ayuda. sus lord.","negative","partisan"
